"n","k","usrtime","systime","elapstime","wrap"
"5000","13","22.4400000000001","21.4759999999997","43.9499999999998","CS"
"5000","13","22.3440000000001","21.5969999999998","43.9690000000001","CS"
"5000","13","22.3249999999998","21.5799999999999","43.9260000000004","CS"
"5000","5","0.153999999999996","0.114999999999782","0.269000000000233","R"
"5000","5","0.16800000000012","0.0999999999999091","0.268000000000029","R"
"5000","5","0.169999999999618","0.0960000000000036","0.266999999999825","R"
"5000","5","0.148000000000138","0.102999999999611","0.251000000000204","R"
"5000","5","0.162000000000262","0.105999999999767","0.266999999999825","R"
"5000","5","0.145999999999731","0.10799999999972","0.253999999999905","C"
"5000","5","0.14200000000028","0.110999999999876","0.252999999999702","C"
"5000","5","0.15099999999984","0.102000000000317","0.252000000000407","C"
"5000","5","0.1550000000002","0.0970000000002074","0.253000000000611","C"
"5000","5","0.146000000000186","0.10799999999972","0.252999999999702","C"
"5000","5","0.0529999999998836","0.0450000000000728","0.0970000000006621","CS"
"5000","5","0.0470000000000255","0.0509999999999309","0.0979999999999563","CS"
"5000","5","0.0590000000001965","0.0390000000002146","0.0979999999999563","CS"
"5000","5","0.0420000000003711","0.0540000000000873","0.0970000000006621","CS"
"5000","5","0.0519999999996799","0.0460000000002765","0.0969999999997526","CS"
"10000","10","17.4189999999999","5.04800000000023","22.4690000000001","R"
"10000","10","17.277","5.0300000000002","22.317","R"
"10000","10","17.0909999999999","5.04599999999982","22.1379999999999","R"
"10000","10","16.7739999999999","5.01800000000003","21.7929999999997","R"
"10000","10","17.4159999999997","5.00399999999991","22.4209999999994","R"
"10000","10","9.89499999999998","4.86799999999994","14.7730000000001","C"
"10000","10","9.91500000000042","4.87000000000035","14.79","C"
"10000","10","9.87699999999995","4.88200000000006","14.7660000000005","C"
"10000","10","9.8130000000001","4.89800000000014","14.7120000000004","C"
"10000","10","9.82099999999991","4.88300000000027","14.7160000000003","C"
"10000","10","2.71399999999994","2.32899999999972","5.04300000000057","CS"
"10000","10","2.80100000000039","2.25","5.05100000000039","CS"
"10000","10","2.74400000000014","2.30700000000024","5.05499999999938","CS"
"10000","10","2.75900000000001","2.28899999999976","5.04899999999998","CS"
"10000","10","2.74499999999989","2.30699999999979","5.05199999999968","CS"
"10000","11","35.3940000000002","10.473","45.8770000000004","R"
"10000","11","36.2259999999997","10.3340000000003","46.5720000000001","R"
"10000","11","35.8090000000002","10.3679999999999","46.1909999999998","R"
"10000","11","36.8710000000001","10.3020000000001","47.1859999999997","R"
"10000","11","35.9380000000001","10.335","46.2849999999999","R"
"10000","11","20.7969999999996","10.116","30.9290000000001","C"
"10000","11","20.7250000000004","10.0060000000003","30.741","C"
"10000","11","20.7779999999998","10.0989999999997","30.8959999999997","C"
"10000","11","20.7309999999998","10.0839999999998","30.8339999999998","C"
"10000","11","20.7539999999999","10.0030000000002","30.7759999999998","C"
"10000","11","5.88400000000001","4.86999999999989","10.7569999999996","CS"
"10000","11","5.82400000000007","4.95200000000023","10.7809999999999","CS"
"10000","11","5.97199999999975","4.79500000000007","10.7759999999998","CS"
"10000","11","5.84799999999996","4.92799999999988","10.7820000000002","CS"
"10000","11","5.92000000000007","4.85100000000011","10.777","CS"
"10000","12","75.3499999999999","21.5359999999996","96.8979999999992","R"
"10000","12","79.9299999999998","21.578","101.536999999999","R"
"10000","12","74.2750000000001","21.393","95.6940000000004","R"
"10000","12","76.4300000000003","21.549","98.0069999999996","R"
"10000","12","78.1599999999999","21.5080000000003","99.6930000000002","R"
"10000","12","43.5940000000001","20.8490000000002","64.4780000000001","C"
"10000","12","43.4209999999998","21.056","64.5040000000008","C"
"10000","12","43.6689999999999","20.8070000000002","64.5039999999999","C"
"10000","12","43.547","20.8760000000002","64.451","C"
"10000","12","43.4830000000002","21.0450000000001","64.5570000000007","C"
"10000","12","12.2789999999995","10.643","22.9370000000008","CS"
"10000","12","12.2569999999996","10.6440000000002","22.915","CS"
"10000","12","12.3779999999997","10.5430000000001","22.9360000000006","CS"
"10000","12","12.4679999999998","10.415","22.8919999999998","CS"
"10000","12","12.4880000000003","10.4140000000002","22.9170000000004","CS"
"10000","13","159.08","44.223","203.371","R"
"10000","13","161.322999999999","44.1660000000002","205.533","R"
"10000","13","159.536999999999","44.415","204.003000000001","R"
"10000","13","162.97","44.462","207.492999999999","R"
"10000","13","156.659000000001","44.0059999999999","200.713","R"
"10000","13","92.4880000000003","42.962","135.510999999999","C"
"10000","13","92.3769999999995","43.0950000000003","135.531999999999","C"
"10000","13","92.607","42.6489999999999","135.322","C"
"10000","13","92.4409999999998","42.8939999999998","135.405000000001","C"
"10000","13","92.4690000000001","43.1839999999993","135.720000000001","C"
"10000","13","26.2479999999996","22.3519999999999","48.6270000000004","CS"
"10000","13","26.5199999999995","22.1420000000007","48.6949999999997","CS"
"10000","13","26.6269999999995","21.9970000000003","48.6579999999994","CS"
"10000","13","26.5349999999999","22.0659999999998","48.6319999999996","CS"
"10000","13","26.2629999999999","22.3639999999996","48.6630000000005","CS"
"10000","5","0.38799999999992","0.128999999999905","0.517000000001644","R"
"10000","5","0.338999999999942","0.132999999999811","0.472000000001572","R"
"10000","5","0.348999999999251","0.122000000000298","0.470999999999549","R"
"10000","5","0.372999999999593","0.125","0.497999999999593","R"
"10000","5","0.360000000000582","0.124000000000706","0.485000000000582","R"
"10000","5","0.25","0.119000000000597","0.368999999998778","C"
"10000","5","0.238999999999578","0.1299999999992","0.369000000000597","C"
"10000","5","0.239000000000487","0.130000000000109","0.368999999998778","C"
"10000","5","0.239999999999782","0.128999999999905","0.3700000000008","C"
"10000","5","0.240999999999985","0.126999999999498","0.369000000000597","C"
"10000","5","0.0639999999993961","0.0470000000004802","0.110999999998967","CS"
"10000","5","0.0619999999998981","0.0489999999999782","0.111999999999171","CS"
"10000","5","0.0690000000004147","0.0420000000003711","0.111000000000786","CS"
"10000","5","0.0630000000001019","0.0489999999999782","0.110999999998967","CS"
"10000","5","0.0649999999995998","0.0470000000004802","0.110999999998967","CS"
"1e+05","10","98.2840000000006","9.76199999999972","108.07","R"
"1e+05","10","101.227","9.66899999999987","110.922","R"
"1e+05","10","98.1779999999999","9.69599999999991","107.902","R"
"1e+05","10","95.7560000000003","9.63299999999981","105.404999999999","R"
"1e+05","10","97.8530000000001","9.71100000000024","107.573","R"
"1e+05","10","85.6580000000004","9.5649999999996","95.25","C"
"1e+05","10","85.6480000000001","9.48900000000049","95.1549999999988","C"
"1e+05","10","85.8900000000003","9.34600000000046","95.268","C"
"1e+05","10","85.848","9.49399999999969","95.3810000000012","C"
"1e+05","10","85.5779999999995","9.60599999999977","95.2129999999997","C"
"1e+05","10","13.8699999999999","2.26299999999992","16.1359999999986","CS"
"1e+05","10","13.7609999999995","2.38999999999942","16.1569999999992","CS"
"1e+05","10","13.8159999999998","2.35699999999997","16.1790000000001","CS"
"1e+05","10","13.8029999999999","2.34000000000015","16.1499999999996","CS"
"1e+05","10","13.8199999999997","2.32700000000023","16.1490000000013","CS"
"1e+05","11","206.823","20.0450000000001","226.898000000001","R"
"1e+05","11","207.786","20.1549999999997","227.98","R"
"1e+05","11","203.329","20.1989999999996","223.567000000001","R"
"1e+05","11","207.088","19.9870000000001","227.121999999999","R"
"1e+05","11","208.908","20.1019999999999","229.088","R"
"1e+05","11","177.728","19.8549999999996","197.666999999999","C"
"1e+05","11","178.112","19.7179999999998","197.902","C"
"1e+05","11","178.299","19.7889999999998","198.155000000001","C"
"1e+05","11","178.49","19.8559999999998","198.415999999999","C"
"1e+05","11","178.25","19.7979999999998","198.133","C"
"1e+05","11","29.4199999999983","4.97000000000025","34.4069999999992","CS"
"1e+05","11","29.4139999999989","4.9369999999999","34.357","CS"
"1e+05","11","29.1880000000001","5.0630000000001","34.2630000000008","CS"
"1e+05","11","29.253999999999","5.02700000000004","34.2930000000015","CS"
"1e+05","11","29.3500000000004","5.0029999999997","34.3649999999998","CS"
"1e+05","12","435.346","41.527","476.985999999999","R"
"1e+05","12","436.889999999999","41.6790000000001","478.665000000001","R"
"1e+05","12","434.591999999999","41.8450000000003","476.567000000001","R"
"1e+05","12","432.235000000001","41.8289999999997","474.179","R"
"1e+05","12","436.045","41.3459999999995","477.475","R"
"1e+05","12","369.123","40.9569999999994","410.219000000001","C"
"1e+05","12","368.677","41.0079999999998","409.853999999999","C"
"1e+05","12","369.328000000001","40.7340000000004","410.201999999997","C"
"1e+05","12","368.697","41.0259999999998","409.852999999999","C"
"1e+05","12","369.064","40.8700000000008","410.067000000003","C"
"1e+05","12","61.9140000000007","10.8400000000001","72.7790000000023","CS"
"1e+05","12","62.0229999999992","10.8140000000003","72.8610000000008","CS"
"1e+05","12","62.0910000000003","10.7730000000001","72.8870000000024","CS"
"1e+05","12","61.9869999999992","10.8090000000002","72.8100000000013","CS"
"1e+05","12","61.8180000000011","10.8609999999999","72.7030000000013","CS"
"1e+05","13","911.267","90.0100000000002","1001.483","R"
"1e+05","13","922.634","89.174","1012.029","R"
"1e+05","13","919.341999999999","86.4740000000002","1005.978","R"
"1e+05","13","910.609","86.3459999999995","997.135000000002","R"
"1e+05","13","910.745999999999","86.4279999999999","997.338","R"
"1e+05","13","765.43","84.7179999999998","850.455999999998","C"
"1e+05","13","765.497000000003","84.5480000000007","850.344000000001","C"
"1e+05","13","765.467000000001","84.7359999999999","850.552","C"
"1e+05","13","766.092000000001","84.7280000000001","851.139999999999","C"
"1e+05","13","765.329000000002","84.6410000000005","850.272999999997","C"
"1e+05","13","131.057999999997","22.7840000000006","153.893","CS"
"1e+05","13","130.983","22.8760000000002","153.915000000001","CS"
"1e+05","13","130.75","23.0060000000003","153.809999999998","CS"
"1e+05","13","131.006000000001","22.9350000000004","153.996000000003","CS"
"1e+05","13","131.219000000001","22.5660000000007","153.851999999999","CS"
"1e+05","5","2.21600000000035","0.253000000000611","2.46999999999753","R"
"1e+05","5","2.27300000000105","0.251999999999498","2.52499999999782","R"
"1e+05","5","2.31299999999828","0.240000000000691","2.55299999999988","R"
"1e+05","5","2.25300000000061","0.265999999999622","2.51599999999962","R"
"1e+05","5","2.38899999999921","0.247000000000298","2.6339999999982","R"
"1e+05","5","2.18499999999767","0.247000000000298","2.4320000000007","C"
"1e+05","5","2.1710000000021","0.252000000000407","2.4230000000025","C"
"1e+05","5","2.21299999999974","0.231999999999971","2.44499999999971","C"
"1e+05","5","2.22000000000116","0.240999999999985","2.46299999999974","C"
"1e+05","5","2.22399999999834","0.235999999999876","2.45999999999913","C"
"1e+05","5","0.368000000002212","0.0529999999998836","0.422999999998865","CS"
"1e+05","5","0.364000000001397","0.0570000000006985","0.420999999998457","CS"
"1e+05","5","0.377999999996973","0.0450000000000728","0.423999999999069","CS"
"1e+05","5","0.370000000002619","0.0500000000001819","0.422000000002299","CS"
"1e+05","5","0.382000000001426","0.0410000000001673","0.420999999998457","CS"
"250000","10","223.026999999998","16.5410000000002","239.623","R"
"250000","10","223.530000000002","16.5689999999995","240.152999999998","R"
"250000","10","226.075000000001","16.616","242.732","R"
"250000","10","222.865000000002","16.5529999999999","239.455999999998","R"
"250000","10","220.847000000002","16.5450000000001","237.437999999998","R"
"250000","10","213.431","16.5170000000007","230.022000000001","C"
"250000","10","213.914000000001","16.3779999999997","230.343999999997","C"
"250000","10","213.737999999998","16.3769999999995","230.194","C"
"250000","10","213.401999999998","16.375","229.84","C"
"250000","10","213.748","16.4799999999996","230.277000000002","C"
"250000","10","31.8840000000018","2.36700000000019","34.2610000000022","CS"
"250000","10","31.9709999999977","2.3139999999994","34.2989999999991","CS"
"250000","10","31.9590000000026","2.30500000000029","34.268","CS"
"250000","10","31.8770000000004","2.38299999999981","34.2800000000025","CS"
"250000","10","31.9130000000005","2.38400000000001","34.3119999999981","CS"
"250000","5","4.96199999999953","0.431999999999789","5.39400000000023","R"
"250000","5","5.11100000000079","0.446999999999207","5.56000000000131","R"
"250000","5","4.90700000000288","0.421999999999571","5.32800000000134","R"
"250000","5","4.88199999999779","0.440999999999804","5.31999999999971","R"
"250000","5","4.95000000000073","0.429999999999382","5.38200000000143","R"
"250000","5","5.46399999999994","0.426000000000386","5.88900000000285","C"
"250000","5","5.46199999999953","0.439000000000306","5.90299999999843","C"
"250000","5","5.46300000000338","0.4350000000004","5.89899999999761","C"
"250000","5","5.45800000000236","0.443000000000211","5.90200000000186","C"
"250000","5","5.50599999999758","0.434999999999491","5.94100000000253","C"
"250000","5","0.831999999998516","0.0630000000001019","0.895000000000437","CS"
"250000","5","0.824000000000524","0.0659999999998035","0.888999999999214","CS"
"250000","5","0.830000000001746","0.0599999999994907","0.889000000002852","CS"
"250000","5","0.836000000002969","0.0529999999998836","0.888999999999214","CS"
"250000","5","0.834999999999127","0.0559999999995853","0.890999999999622","CS"
"5e+05","10","436.080999999998","38.2969999999996","474.415000000001","R"
"5e+05","10","439.144","38.0969999999998","477.277000000002","R"
"5e+05","10","440.885999999999","37.8859999999995","478.909","R"
"5e+05","10","426.512999999999","37.8410000000003","464.486000000004","R"
"5e+05","10","427.257999999998","39.2650000000003","466.589999999997","R"
"5e+05","10","424.969000000001","29.2910000000002","454.398999999998","C"
"5e+05","10","424.678","29.4690000000001","454.288999999997","C"
"5e+05","10","425.181","29.4740000000002","454.783000000003","C"
"5e+05","10","426.134999999998","29.3009999999995","455.57","C"
"5e+05","10","424.835000000003","29.3279999999995","454.280999999995","C"
"5e+05","10","60.5740000000005","3.36700000000019","63.9630000000034","CS"
"5e+05","10","60.5869999999995","3.38799999999992","63.9900000000052","CS"
"5e+05","10","60.492000000002","3.44899999999961","63.971000000005","CS"
"5e+05","10","60.5190000000002","3.40800000000036","63.9439999999959","CS"
"5e+05","10","60.6530000000021","3.40499999999975","64.0869999999995","CS"
"5e+05","5","9.2599999999984","0.782999999999447","10.0429999999978","R"
"5e+05","5","9.39300000000003","0.772999999999229","10.1650000000009","R"
"5e+05","5","9.35499999999956","0.773000000000138","10.1289999999935","R"
"5e+05","5","9.18800000000192","0.800999999999476","9.99199999999837","R"
"5e+05","5","9.57400000000052","0.77599999999984","10.3510000000024","R"
"5e+05","5","10.7970000000023","0.780000000000655","11.5800000000017","C"
"5e+05","5","10.8029999999999","0.806999999999789","11.6139999999941","C"
"5e+05","5","10.8270000000011","0.79700000000048","11.6239999999962","C"
"5e+05","5","10.8729999999996","0.774000000000342","11.6500000000015","C"
"5e+05","5","10.849000000002","0.793999999999869","11.6460000000006","C"
"5e+05","5","1.53700000000026","0.105999999999767","1.64299999999639","CS"
"5e+05","5","1.52699999999822","0.109000000000378","1.63499999999476","CS"
"5e+05","5","1.56099999999788","0.0819999999994252","1.64400000000023","CS"
"5e+05","5","1.54500000000189","0.100000000000364","1.64299999999639","CS"
"5e+05","5","1.53700000000026","0.100000000000364","1.63900000000285","CS"
"1e+06","10","778.32","151.676","930.165000000001","R"
"1e+06","10","789.932000000001","154.183","944.320000000007","R"
"1e+06","10","777.522000000001","186.114","963.811000000002","R"
"1e+06","10","789.997000000003","172.736","962.964999999997","R"
"1e+06","10","761.309999999998","174.956999999999","936.425000000003","R"
"1e+06","10","845.007000000005","55.4090000000006","900.659","C"
"1e+06","10","847.506999999998","55.0309999999999","902.707999999999","C"
"1e+06","10","845.421999999999","55.5699999999997","901.257000000005","C"
"1e+06","10","846.257999999994","55.3029999999999","901.781000000003","C"
"1e+06","10","846.174999999996","55.4349999999995","901.900000000001","C"
"1e+06","10","118.173999999999","5.53600000000006","123.754999999997","CS"
"1e+06","10","118.029000000002","5.67000000000007","123.75","CS"
"1e+06","10","117.870000000003","5.81200000000081","123.726000000002","CS"
