"n","k","usrtime","systime","elapstime","wrap"
"1e+06","10","118.18","5.58600000000024","123.813000000002","CS"
"1e+06","10","118.069000000003","5.67300000000068","123.788999999997","CS"
"1e+06","5","18.7510000000038","2.34200000000055","21.0970000000016","R"
"1e+06","5","18.3660000000018","2.121000000001","20.4859999999971","R"
"1e+06","5","18.653999999995","1.91399999999885","20.5729999999967","R"
"1e+06","5","18.2139999999999","2.17100000000028","20.3869999999952","R"
"1e+06","5","18.1270000000004","2.02800000000025","20.1589999999997","R"
"1e+06","5","21.5570000000007","1.48899999999958","23.0509999999995","C"
"1e+06","5","21.5509999999995","1.49300000000039","23.0460000000021","C"
"1e+06","5","21.5849999999991","1.48999999999978","23.0769999999975","C"
"1e+06","5","21.5460000000021","1.51899999999841","23.0750000000044","C"
"1e+06","5","21.5520000000033","1.5010000000002","23.0630000000019","C"
"1e+06","5","2.97600000000239","0.184000000001106","3.15800000000309","CS"
"1e+06","5","2.97600000000239","0.173000000000684","3.15000000000146","CS"
"1e+06","5","2.96600000000035","0.193999999999505","3.16300000000047","CS"
"1e+06","5","3.00500000000466","0.159999999999854","3.16700000000128","CS"
"1e+06","5","2.9800000000032","0.194999999999709","3.17500000000291","CS"
"1250000","10","966.352999999996","225.898000000001","1192.408","R"
"1250000","10","953.894","232.032000000001","1186.215","R"
"1250000","10","936.557000000001","211.592000000001","1148.323","R"
"1250000","10","960.345999999998","219.072","1179.565","R"
"1250000","10","963.042000000001","211.787","1175.093","R"
"1250000","10","1053.799","67.9889999999996","1122.072","C"
"1250000","10","1054.532","68.3339999999989","1123.276","C"
"1250000","10","1055.172","68.0370000000003","1123.498","C"
"1250000","10","1055.408","67.9619999999995","1123.664","C"
"1250000","10","1053.878","68.2850000000017","1123.548","C"
"1250000","10","146.962","6.6830000000009","153.714","CS"
"1250000","10","146.896000000001","6.78700000000026","153.75","CS"
"1250000","10","147.108","6.66100000000006","153.841","CS"
"1250000","10","147.008000000002","6.69999999999891","153.760999999999","CS"
"1250000","10","147.034","6.79000000000087","153.881000000001","CS"
"1250000","5","21.7049999999945","3.13700000000063","24.8509999999951","R"
"1250000","5","21.9059999999954","2.9989999999998","24.9100000000035","R"
"1250000","5","23.0729999999967","3.5530000000017","26.6270000000004","R"
"1250000","5","21.489999999998","3.59599999999955","25.0879999999961","R"
"1250000","5","22.6979999999967","2.92299999999886","25.6169999999984","R"
"1250000","5","26.958000000006","1.88700000000063","28.851999999999","C"
"1250000","5","26.9969999999958","1.85900000000038","28.8660000000018","C"
"1250000","5","26.976999999999","1.85499999999956","28.8400000000038","C"
"1250000","5","26.987000000001","1.86399999999958","28.8529999999955","C"
"1250000","5","26.9350000000049","1.88699999999881","28.8309999999983","C"
"1250000","5","3.6820000000007","0.239000000001397","3.92099999999482","CS"
"1250000","5","3.67600000000675","0.239999999999782","3.91800000000512","CS"
"1250000","5","3.69099999999889","0.236999999999171","3.92799999999988","CS"
"1250000","5","3.67000000000553","0.251000000000204","3.9210000000021","CS"
"1250000","5","3.69100000000617","0.238999999999578","3.93099999999686","CS"
"1500000","10","1137.61","272.849","1410.627","R"
"1500000","10","1140.771","263.666999999999","1404.736","R"
"1500000","10","1121.81600000001","283.777","1405.885","R"
"1500000","10","1103.067","303.197","1406.59699999999","R"
"1500000","10","1101.943","294.122000000001","1396.319","R"
"1500000","10","1261.823","81.5750000000007","1343.883","C"
"1500000","10","1263.047","81.6920000000009","1345.155","C"
"1500000","10","1265.34","80.9330000000009","1346.575","C"
"1500000","10","1262.36700000001","80.9329999999991","1343.624","C"
"1500000","10","1263.882","81.0460000000003","1345.281","C"
"1500000","10","175.870999999999","7.80899999999929","183.762000000002","CS"
"1500000","10","175.694000000003","7.80400000000009","183.557000000001","CS"
"1500000","10","175.695999999996","7.82700000000114","183.581000000006","CS"
"1500000","10","175.698000000004","7.82700000000114","183.577999999994","CS"
"1500000","10","175.731999999996","7.79699999999866","183.574999999997","CS"
"1500000","5","26.7750000000015","4.53299999999945","31.3099999999977","R"
"1500000","5","25.9110000000001","4.06099999999969","29.976999999999","R"
"1500000","5","25.8640000000014","4.25799999999981","30.1239999999962","R"
"1500000","5","25.6460000000006","4.18899999999849","29.843000000008","R"
"1500000","5","26.6440000000002","4.68499999999949","31.333999999988","R"
"1500000","5","32.2880000000005","2.29099999999926","34.5829999999987","C"
"1500000","5","32.2810000000027","2.29100000000108","34.5760000000009","C"
"1500000","5","32.3020000000033","2.28699999999844","34.5950000000012","C"
"1500000","5","32.2869999999966","2.30999999999949","34.6009999999951","C"
"1500000","5","32.2720000000045","2.31500000000051","34.5919999999896","C"
"1500000","5","4.36099999999715","0.363999999999578","4.72800000000279","CS"
"1500000","5","4.35800000000017","0.369999999998981","4.72800000000279","CS"
"1500000","5","4.36699999999837","0.360000000000582","4.72699999999895","CS"
"1500000","5","4.35399999999936","0.373000000001412","4.72999999999593","CS"
"1500000","5","4.37200000000303","0.360999999998967","4.73400000001129","CS"
"2e+06","10","1467.286","368.620000000001","1836.186","R"
"2e+06","10","1470.744","365.681","1836.72200000001","R"
"2e+06","10","1487.552","378.74","1866.78300000001","R"
"2e+06","10","1478.38499999999","386.082","1864.94799999999","R"
"2e+06","10","1454.269","409.198","1863.94500000001","R"
"2e+06","10","1685.25600000001","105.584999999999","1791.25700000001","C"
"2e+06","10","1686.035","105.884","1792.41500000001","C"
"2e+06","10","1686.72899999999","105.689","1792.89200000001","C"
"2e+06","10","1682.99900000001","106.249000000002","1789.762","C"
"2e+06","10","1683.93599999999","106.437","1790.977","C"
"2e+06","10","233.248999999996","10.0839999999989","243.431000000011","CS"
"2e+06","10","233.347000000009","10.0150000000012","243.475999999995","CS"
"2e+06","10","233.262000000002","10.1309999999994","243.486999999994","CS"
"2e+06","10","233.392999999996","10.0200000000004","243.502999999997","CS"
"2e+06","10","233.349000000002","10.0210000000006","243.481","CS"
"2e+06","5","34.5269999999873","6.63199999999961","41.1540000000095","R"
"2e+06","5","33.599000000002","6.9489999999987","40.5439999999944","R"
"2e+06","5","34.4809999999998","5.54100000000108","40.0339999999997","R"
"2e+06","5","33.096000000005","6.496000000001","39.5950000000012","R"
"2e+06","5","33.8090000000084","5.98499999999876","39.7939999999944","R"
"2e+06","5","42.9900000000052","3.04199999999946","46.044000000009","C"
"2e+06","5","43.0209999999934","3.03900000000067","46.0689999999886","C"
"2e+06","5","43.1350000000093","3.0059999999994","46.150999999998","C"
"2e+06","5","43.0650000000023","3.0619999999999","46.1419999999925","C"
"2e+06","5","42.9829999999929","3.05500000000029","46.0479999999952","C"
"2e+06","5","5.76699999999255","0.477999999999156","6.24900000001071","CS"
"2e+06","5","5.75899999999092","0.496000000001004","6.25400000000081","CS"
"2e+06","5","5.79000000000815","0.47400000000016","6.26600000000326","CS"
"2e+06","5","5.78100000000268","0.475999999998749","6.25800000000163","CS"
"2e+06","5","5.77400000000489","0.480999999999767","6.25899999999092","CS"
